剧情编号,角色左,角色右,高亮方 右/左/无/皆,背景图片,背景音乐,播放音效,PlotShock,调用函数,选项,内容
,,,右,,,,,,,"Ah? Going wild, friend or foe alike.\nGoing it alone might work, but it's likely hard to apply in actual combat."
,,,左,,,,,,,"Fe Bin, do you still remember the plague we released in Yangzhou before?\nThat was also part of the Grand Commander's drug testing process."
,,,左,,,,,,,Think about it-combining a plague with this silk-thread insect would be devastating.\nHehe hehe... What would that be like?
,,,右,,,,,,,This this this....
,,,左,,,,,,,"Alright, we have pursuers behind us. We'll discuss this another day.\nLet's hurry and transport this carload of Huashihang stones along with the test drug records to the Blood Robe Alliance headquarters to avoid any problems down the line."
,,王添翼,左,,,,,,,"Smiling Ghost, bring a few brothers to hold the rear. Don't let Guo Huai catch up and ruin Blood Robe Alliance's plans.\nAfter the matter is completed, the Grand Commander will surely reward you generously."
,,,右,,,,,FinishEventMission,,"...Yes, Senior Brother, please rest assured."
725,清风,彗定,左,,BigMap8,,,,,"#PlayerName#, you're timely. We were just heading to the Changle Gang to claim our reward!"
,,,右,,,,,,,Amituofo. May all benefactors be well.
,,,左,,,,,,,"Haha, little monk, didn't you say you don't seek compensation?\nResulting in not rushing over happily to claim the reward? Truly inconsistent."
,,,右,,,,,,,"A monk should not tell lies, so I originally intended to decline.\nHow can the Sect Master of Changle Gang personally hand out the awards? If Little Monk doesn't go, I fear it might offend her respected person.\nIf this leads to discord between the two factions, would it not be a grave sin?"
,,,左,,,,,,,"Hm, you're just making excuses \nHearing that the Sect Master of Changle Gang is a peerless beauty, I see you've succumbed to mere mortal desires!"
,,,右,,,,,,,"Amituofo, not at all"
,阮芷,,左,,,,,,,"Never mind what heavenly beauty this is; I, Ruan Zhi, earned this reward with my life, and I must accept it!"
,李云鹤,,左,,,,,,,"Ruan Zhi, if you're greedy, just admit it. Why be so damn righteous about it?"
,,卢玉麟,右,,,,,,,"Haha, #PlayerName#, four Young Heroes,\nNot seeing you for a day feels like three autumns have passed."
,,,左,,,,,,,"Elder Lu, long time no see. Has your wound improved at all?"
,,,右,,,,,,,Thanks to Young Hero Li's concern; I'm already about eight or nine tenths recovered.
,,,右,,,,,,,"To the point, this time you've been honored to visit our Changle Gang for no other reason,\nIt is the reward promised on that day when I escorted the Flower and Stone Consignment."
,玩家,,左,,,,,,,Elder Lu is too polite. I heard that this reward must be personally presented by the leader of your sect. May I ask...
,,,右,,,,,,,"Ha ha, that's right \nThe Elder Gang Leader was deeply moved to hear about how you all risked your lives to protect the Huashi Gang on that day.\nTherefore, I have decided to personally bestow the rewards as an encouragement. I hope none of you will decline."
,,,左,,,,,,,"Yue Wuji, Gang Leader, is a figure of unparalleled brilliance and extraordinary talent.\nFurthermore, his Net Joy Crystal Blade Technique walks alone in the Jianghu, with no one failing to recognize or know of it.\nShe personally handed out the awards; how could late juniors dare not to follow?"
,,,右,,,,,ScreenBlack,,"Alright, then please accompany me to the main hall to meet the Gang Leader and receive your reward.\nPlease step forward!"
,无,无,无,,,,,,,"Inside the main hall of Changle Gang, the furniture and decorations are quite different from those of ordinary sects.\nPainted beams and decorated columns, with splendid furnishings adorned with silk brocades and satins. Truly a display of utmost luxury."
,玩家,阮芷,左,,,,,,,"This grand hall sparkles with jewels and treasures, piled with gold and jade.\nIt doesn't resemble a Wulin Sect at all; instead, it looks like the residence of a wealthy merchant."
,,,右,,,,,,,"This Changle Gang originated from the urban merchants and controls Hangzhou's canal trade, truly making them a daily golden income operation, wealth rivaling nations.\nIts decoration naturally exudes unparalleled luxury, showcasing its opulence to the fullest."
,无,乐无疾,无,,,,,,,"Looking up, I could see a woman sitting upright in a central purple sandalwood armchair.\nThis woman's skin is fair like snow, her lips a bright red, and her teeth pristine white. Though it's hard to determine her age, she truly possesses the beauty of a national flower and heavenly fragrance.\nSurely it is the Gang Master of the Changle Gang, Yue Wuji."
,卢玉麟,,左,,,,,,,"Gang Master, I have brought several Young Heroes here."
,,,右,,,,,,,(The corners of Liudou's eyebrows lifted slightly as her captivating gaze swept around the room.)\nNo wonder the saying goes that heroes emerge from youth. You gentlemen truly are men of grace and fine appearance.
,玩家,,左,,,,,,,"Gang Master, you flatter me"
,,,右,,,,,,,"In recent days, a shipment of flower stones from my Changle Gang was transported to the Jingcheng, only to be coveted by petty thieves.\nThanks to your escort all the way, we have arrived safely in the Jingcheng. I am immensely grateful."
,,,右,,,,,,,"Since its establishment, the Changle Gang has always been clear in its rewards and punishments, promoting fair transactions.\nIf I treat you all poorly, wouldn't that make Changle Gang seem unclear about right and wrong, or ungrateful for favors?\nIf this gets out, who will be willing to risk their lives for me, Yue Wuji, in the future?"
,,,右,,,,,,,"So I humbly request that each of you choose any one of the secret arts from my Changle Gang's transmitted scriptures as a reward for escorting the Flower and Stone Consignment.\nSo that the people of the Jianghu may know: those who ease the troubles and worries for my Changle Gang, I Yue Wuji will never treat them poorly."
,,,左,,,,,,Choose a potion;ChooseChangLeBounty;0|Receive reward silver 2000 taels;ChooseChangLeBounty;1,"Since Gang Master is being so generous, I'll humbly comply."
,,,右,,,,,UpgradeHeroSkill;清风-308-0-2,,So it is good. I wonder what the other young heroes think?
,清风,,左,,,,,UpgradeHeroSkill;彗定-306-0-2,,"I've heard that the Changle Gang's specialty involves flamboyant and unusual poses, unrestrained and wild.\nAnd this technique bears a striking resemblance to the Soft and Easy Nine Transformations from Wudang. I'll learn it just to broaden my horizons."
,彗定,,左,,,,,UpgradeHeroSkill;阮芷-307-0-2,,This Internal Art is named the Maitreya Heart Art; it sounds quite Buddhist.\nI'll take my time to study this secret manual.
,阮芷,,左,,,,,UpgradeHeroSkill;李云鹤-309-0-2,,"Delighted by the spring breeze, I stroll-truly like a horse galloping under the spring breeze, in one day seeing all the flowers of Chang'an.\nLet me see if this Movement Art really possesses such miraculous abilities."
,李云鹤,,左,,,,,SetHeroMeet;乐无疾,,"They say the Changle Gang's unique Hidden Weapon is called Joyful Pain Sticks. Once their poison enters the heart meridian, the victim will laugh for three days before dying.\nIf the Gang Master allows, I'll learn this martial art!\n(In case one encounters someone poisoned by this toxin in the future, there will be a method of treatment.)"
,,,右,,,,,ChangePlayerForceContribution;0-100,,"Good, fellow Young Heroes, since you've learned the martial arts of our Changle Gang,\nHe could be considered somewhat related to me through Yue Wuji, and our friendship is quite deep."
,,,右,,,,,,,"I hope you will continue to offer your aid with righteousness in the future and devote yourselves faithfully to the Changle Gang.\nFor those who have achieved notable accomplishments, I, Yue Wuji, never fail to reward them. I imagine everyone here is aware of this."
,阮芷,,左,,,,,,,"It's not a problem to help out with righteousness, but the Seven Righteous Ones each have our respective sects.\nThe gang leader wants us to be Loyalty and serve the Changle Gang, but that might be asking too much."
,,,右,,,,,,,"Haha, our Young Heroes have been out of the sect for some time now and naturally had little contact with the sect.\nIf you could stay by my side in the Changle Gang, enjoying music and song day and night, would that not be better than wandering alone through the Jianghu, lonely and isolated?"
,,,无,,,,,,,"At this point, Yue Wuji's eyes sparkled with life as she looked around, her beautiful gaze conveying a myriad of unspoken words.\nEven Hui Ding lowered his head to recite the Buddha's name in silence, daring not to look directly."
,,,右,,,,,,,"Alright, alright, everyone, miss spoke a joke \nBut if your hearts are filled with the intention to surrender and serve, Changle Gang is always open to you."
,卢玉麟,,左,,,,,,,"Sect Leader, since you have concluded the rewards, I will take leave with all the Young Heroes."
,,,右,,,,,,,"Hold on, Elder Lu, there is one person I have yet to deal with."
,,,左,,,,,,,"Ah? Gang Leader, is there anyone else...?"
,,,右,,,,,,,"Haha, naturally it's you, Lu Yulin!\nMy Changle Gang has ample granaries and a wealth of talents. We have governed this area around Hangzhou for many years.\nHow come a band of bandits can bully us like this in the 21st century!"
,,,右,,,,,,,"When our disciples were escorting the convoy, they were unprepared and unable to defend themselves.\nTo merely hold on to the Huashihang with outside help is truly a great embarrassment!"
,,,右,,,,,,,"You were originally the Elder in charge of internal management. Due to lax oversight, you failed to control your subordinates properly, leading to leaks in the Flower and Stone Roster.\nAs the transport commander, failing to fulfill your duties properly, you were unable to prevent the bandits from stealing some of the treasures, causing our faction to suffer a loss."
,,,右,,,,TRUE,,,"I ask you, do you know your crime?"
,,,左,,,,,,,"(drenched in sweat, repeatedly bowing deeply)\nThis time, the Flower and Stone Transport was raided by the Black Society's Five Ghosts and two major mountain strongholds, who had planned it for a long time.\nThe enemy operates in darkness while we stand in the light-truly impossible to guard against completely. I hope the Gang Leader will understand!"
,,,左,,,,,,,"However, our side was not adequately prepared for this battle, and manpower was scarce. The old minister indeed bears some responsibility for this.\nI hope the Gang Leader will calm down! Old minister is willing to accept punishment!"
,,,右,,,,,ChangeHeroMoney;卢玉麟-负1920,,"Hmph! Just admit your guilt!\nThen according to the sect rules, I will deduct one year's salary from you. Any objections?"
,,,左,,,,,,,The Gang Master has shown great mercy with such a lenient punishment; old minister is thoroughly convinced and submits!
,,,右,,,,,,,"Well, Elder Lu, you've been under my command for over a dozen years.\nAs an old minister, I have always been devoted to the Changle Gang, working diligently and conscientiously.\nPunishing you, I feel bad about it as well."
,,,右,,,,,,,"You were severely wounded yet still fought to the death, holding back most of the Flower and Stone Fleet for me.\nAfter the emperor saw this batch of treasures, he was greatly pleased and commended the Changle Gang quite highly."
,,,右,,,,,,,"As they say, severe winds reveal the strength of robust grass, and turbulent times identify Loyalty ministers.\nConsidering your valiant willingness to sacrifice yourself, and given that the guild is in great need of people right now..."
,,,右,,,,,PlotChangeHeroForceLv;卢玉麟,,"Today, I hereby promote you to Deputy Leader of the Changle Gang!\nFrom now on, you and Caiyi will be my right-hand and left-hand, managing all the big and small affairs of the Changle Gang. Do you understand?"
,,,左,,,ItemGet,TRUE,,,"Hearing these words, I immediately kneeled and bowed my head as if pounding garlic, thanking you, Sect Leader Long's grace!"
,,,左,,,,,,,"As a old minister bearing guilt, to be exceptionally promoted by the Gang Leader is truly beyond words and I am deeply grateful.\nOld minister will dedicate himself entirely to the Changle Gang and devote his life to it, in gratitude for the gang master's generosity!"
,清风,,左,,,,,,,A light beating followed by a sweet reward-this woman truly has cunning methods.
,阮芷,,左,,,,,,,"Otherwise, how could a mere woman control such a large gang?\nIn the Jianghu, she was compared to Wu Zetian; now it truly seems they have something in common."
,,,右,,,,,,,"Alright, everyone, Master Lu and I...\nHehe, I should address you as Deputy Leader Lu. There are still some important matters to discuss, so I won't keep you here long. See you later!"
,,,无,,,,,ScreenBlack,,"Upon hearing these words, everyone took their leave and retreated from the main hall."
,玩家,清风,左,,,,,,,"With this matter settled, the turmoil in Hangzhou has finally come to an end.\nWhat are your plans for the future, everyone?"
,,,右,,,,,,,"Though we thwarted the bandits' plot to kidnap the Huashi Gang,\nBut the Five Ghosts of the Underworld, Li Liqiu, and the Blackhand Bloodrobe Alliance remain at large."
,,,左,,,,,,,"Speaking of it, I seem to remember them talking about something <b>Blood-Covered Alliance Grand Commander</b>，\nI wonder about the background of this person?"
,,,右,,,,,,,"The Five Ghosts of the underworld carry out their deeds at the behest of this Grand Commander.\nThis person must be the leader of the Bloodcloth Alliance, cunning and deeply inscrutable."
,,,右,,,,,,,"If we could discover this person's true identity,\nPerhaps this could be used as a breakthrough to uncover the true nature of the Bloodclothe Pact."
,,,左,,,,,,,"Ah, it's easy to say \nWe now know only of the Grand Commander, but we have no other information about him.\nI don't know where to start untangling this mess."
,,彗定,右,,,,,,,Amituofo. It seems Little Monk still needs to continue investigating the Blood Robe Alliance's movements.\nTo prevent them from committing atrocities and bringing suffering to all humanity.
,,,左,,,,,,,"It's rather strange that the Bloodcloth Alliance released the plague in Yangzhou before.\nWhat kind of god drug have they now come across, causing people to go mad and greatly enhancing their power?\nI wonder if there's any connection between the two?"
,,李云鹤,右,,,,,,,"With the knowledge I've gained in the Valley, this divine medicine seems to be related to the Five Poisons Sect's silk-threaded insect.\nTake me back to Yaowang Valley and properly consult with Master. Perhaps we can find some clues."
,,,左,,,,,,,"Moreover, there is one thing I am still unclear about.\nWhy would the Bloodclothe Alliance go to such great lengths to seize this batch of Flower and Stone Rations?"
,,,右,,,,,,,"The Xueyi League is vast and well-organized, and it apparently maintains a group of underworld experts, which must be quite costly.\nDesiring these priceless treasures doesn't seem particularly strange either."
,,阮芷,右,,,,,,,"But they have always acted cautiously, hiding in shadows.\nThis plundering for tax silver and subsequently raiding the Huashih Gang has been quite conspicuous, unlike their usual modus operandi."
,,,右,,,,,,,I guess they must be plotting some earth-shattering conspiracy this time.\nThis conspiracy might be related to the plague in Yangzhou and these so-called miracle medicines.
,,,右,,,,,,,But this conspiracy requires substantial funds. Only by seizing this batch of Huashi Gang can we continue to advance.\nSo Bloodstained Pact was forced to resort to such a desperate measure.
,,,左,,,,,,,"Fortunately, under our intervention, they only hijacked a small portion of the Flower and Stone Fleet.\nHis plans would likely face significant setbacks. Perhaps the Jianghu could enjoy a period of calm."
,,,右,,,,,,,"Okay, but don't let your guard down either.\nWe can use this opportunity to investigate the Blood Clothes Alliance and clarify their true intentions.\nKnowing oneself and knowing one's enemy, one can win a hundred battles without disaster."
,李云鹤,,左,,,,,,,"Ruan Zhi, you suddenly being so serious really has me a bit unaccustomed..."
,,彗定,右,,,,,,,"If as Benefactor Juan says, the Blood Robe Alliance is secretly amassing wealth and plotting a major move,\nWe must take proactive action to thoroughly eliminate it and cleanse the Wulin of this menace."
,,,右,,,,,,,"In my humble opinion, it would be better if the four of us acted separately to gather information.\nOnce informed of the Bloodcloak Alliance's message, he sent an urgent dispatch to gather everyone and then proceeded to plan further."
,玩家,,左,,,,,,,"Sure enough, this does expand the ways to acquire intelligence.\nIf Yi Blooded Brotherhood makes any moves, we can also detect them in time."
,,,左,,,,,,,"So our next move will be to proceed with this plan, acting in separate groups to gather intelligence.\nYou must uproot this Blood Sacrifice Pledge!"
,,,右,,,,,ChangeHeroFavor;李云鹤-5|ChangeHeroFavor;阮芷-5|ChangeHeroFavor;清风-5|ChangeHeroFavor;彗定-5,,"Good, we have a deal! Take care everyone."
726,厉苍穹,费彬,右,,,,,,,Huff... Huff... Senior Brother... This damn Guo Huai is too troublesome...\nThey've been chasing us day and night... like a stubborn sticky dog plaster that won't come off!
,,,左,,,,,,,"Haha... Haha... Fe Bin, this is only just beginning!\nYou think how the title of Great Hero from Central China fell upon Guo Huai?"
,,,左,,,,,,,"Legend says he chased the Seven Heroes of Dongting for thousands of miles, stopping nowhere, and went without sleep for seven days and seven nights.\nUltimately, he managed to apprehend all seven individuals on his own!"
,,,右,,,,,,,"What a bunch of dog crap Seven Heroes of Dongting Lake; it sounds like seven stinky carp and shrimp.\nIf I encounter Guo Huai, I can guarantee he won't be able to eat what he has swallowed."
,,,左,,,,,,,"Hahahaha, Fe Bin, be careful your boasting doesn't burst!\nNow that we've arrived in Jingde Town, we are already within the territory of Thunderclap Hall.\nWe still need to keep heading west and get rid of Guo Huai as quickly as possible."
,,王添翼,左,,,,,,,"Smiling Ghost, go check things out at the back.\nMake sure it's safe before following, and don't let our whereabouts slip."
,,,右,,,,,ScreenBlack,,"...Yes, Senior Brother."
,无,,无,,Fight3,,,,,"Hearing that Jingde Town is within Thunderclap Hall's territory, Wang Tianyi couldn't help but think of the past.\nJust as I was hesitating, suddenly a teenage girl jumped out to block my way."
,雷殷殷,,左,,,,TRUE,,,"Hold it! Where do you think you're sneaking off to?\nHearing that the Five Ghosts of the underworld are roaming in Jingde Town, I Lei Yinyin naturally must step up to be a righteous hero, protecting the people from harm!"
,,,右,,,,,,,"(The moment he saw the newcomer, his expression changed dramatically.)\nMiss Lei!"
,,,左,,,,,SourceHeroFightInteractHero;StudyFight-FightAddPlotDataBase~727,,"Hmph! Petty rodents, have I not heard of Miss's illustrious name!\nJust surrender quickly! Here it comes!"
727,雷殷殷,王添翼,左,,Fight3,,,,,"Hold on, your voice and appearance... somehow feel familiar to me..."
,,,左,,,,TRUE,,,"Are you Little Wing, Wang Tianyi?"
,,,右,,,,,,,"(The moment Wang Tiyi's name was mentioned, he began to tremble like a sieve.)\nWhat, what Wang Tianyi?"
,,,右,,,,,,,"Old man, those who stand firm by their names do not change them. The Smiling Ghost of the Five Demonic Spirits, I am!"
,,,左,,,,,,,"Then how do you know I am Lady Lei?\nLittle Wing, stop acting around me. I still recognize you even if you're reduced to ashes!"
,,,左,,,,,,,"Quickly, where have you been hiding these years?\nDo you have any idea how much trouble you and #$PlayerName# went through to find me!"
,,,右,,,,,,,"....................................What kind of scoundrel is Wang Tiyi? A shameless traitor from the Qingcheng Sect, worthy to be mentioned alongside me, the Smiling Ghost?\nMadwoman, if you keep harassing me, don't blame me for being unkind!"
,,,左,,,,,,,"Wang Tianyi, you this ungrateful scoundrel!\nNot seen in years, you've grown wings and even dared to insult Miss Dongfang! Miss Chiefly"
,,,左,,,,,StartSpeFight;144,,"Okay, you won't admit it, right? I'll beat you until you admit it!"
728,玩家,雷殷殷,左,,,,,,,Miss Leijia! I heard the sound of sword fighting here. Why are you fighting with Wang Tianyi?
,,,右,,,,,,,"#PlayerName#! Little Wing has gone mad.\nKeep saying you're a smiley ghost, you'd better team up with me to wake him up!"
,,王添翼,右,,,,,SpePlotFuc;84,,You two... constantly pushing me... don't blame me for going easy on you!
729,,王添翼,无,,BigMap2,SpeEffect/风呼啸,,,,"Only to see Wang Tianyi surrounded by black energy, fighting with increasing vigor.\nIt turned out to be invoking the Dance of Chaos cultivation method taught by Yue Wuve years ago."
,,,无,,,SpeEffect/剑雨,,,,"Adding to the effects of the previous Maddrug's mania,\nWang Tianyi's techniques have become increasingly brutal and nearly uncontrollable."
,玩家,,左,,,,,,,"Brother Wang, Lady Lei and I don't want to harm your life. Please stop!"
,雷殷殷,,左,,,,TRUE,,,"Little Wing, are you crazy? You went all out on me and #PlayerName#!"
,玩家,,左,,,,,,,"Guo Huai, the Great Hero, is not far behind.\nFearing that things might go badly for you by then, it's not too late to reconsider now!"
,,,右,,,,,,,"Miss Leiting, #PlayerName#, get going... stop worrying about me!\nI have sworn by poison that even if I must tread the path of evil, I will seek revenge through my own strength."
,,,右,,,,,,,"Senior Brother Li has already agreed to take me with him to Qingcheng Mountain someday and seek justice for me!\nAfter I take revenge, you can do whatever you want to them; they won't flinch!"
,雷殷殷,,左,,,,TRUE,,,"Wang Tianshi! Who wants to kill or torture you?\nMiss, I order you to stop!"
,,,左,,,SpeEffect/风呼啸,,,,"Only to see Lei Yenyen face Wang Tianyi's furious assault,\nInstead of dodging, he charged straight forward and reached out to try and hold him back."
,玩家,,左,,,,,ChangeInjury;雷殷殷-0-20,,"Miss Xiao, be careful!"
,雷殷殷,,右,,,SpeEffect/剑鸣,,,,"Wang Tianyi saw the situation and hastily retreated, but unfortunately, the manic effect of the divine medicine from before hadn't worn off yet.\nToo late to retract, it ended up slicing Ray Yanyin's extended arm!"
,,,右,,,,TRUE,,,Miss Lei! I-I-I...
,,,左,,,,,,,"Gently wiping the deep red blood from the fair arm, his expression turned grim.\nWang! Yi! Since you're not holding back, don't blame me!"
,,,左,,,SpeEffect/挥击重,TRUE,,,Take this Thunderbolt Rocket Flame!
,,,无,,,,,,,"You can't help but exclaim as you recall the first time you saw the Lightning Firebolt projectile.\nIf Wang Tianyi were to be hit by this move, he would likely shatter into pieces with no chance of survival."
,,,无,,,SpeEffect/旋风,,,,"Facing the flying hidden weapon head-on, Wang Tianyi's past flashed before his eyes like a slideshow.\nFrom being falsely accused by the sect, enduring torture in Chengdu Prison, and then being pursued all the way until becoming the Smiling Ghost.\nNow having accidentally injured Master Sorrowblade once again, he feels utterly unfettered and hopeless."
,,,右,,,,,ChangeInjury;王添翼-1-1,,"Now that it has come to this, to die under the Thunder Fire Bomb of the Young Miss would be...\nThough the major revenge was not taken, it does feel somewhat relieved.\nThinking this through, he didn't dodge but closed his eyes and met it head-on."
,,,无,,,,,,,"Hidden weapon hit, but did not explode as imagined.\nInstead, he landed lightly, merely a single pebble."
,,,左,,,,,,,"Wang Tianshi, this pebble returns the favor of your sending me back to Fuzhou from a thousand miles away.\nFrom today on, our ties of duty and affection are severed!"
,,,无,,,,,,,"Suddenly, Wang Tianyi's mind was flooded with memories of hatred.\nThere appeared the vibrant youth with a Ba-Shu accent, escorting the maiden on their journey.\nThe two laughed and chatted in the warm spring sunlight, galloping swiftly."
,,,无,,,,,,,"He has always kept her in his heart, harboring a tender pity that is bittersweet and hard to contemplate.\nThis hazy yearning, compressed to the very bottom of their memories by prolonged suffering, has only been abruptly retrieved today."
,,,右,,,,TRUE,,,"Ah!\n(For some reason, a wave of sorrow rose within me, and I shouted out loud, urging myself to use lightness and hurry toward the village entrance.)"
,,无,左,,,SpeEffect/风呼啸,,ScreenBlack,,"Wang Tianyi! Where are you going!\n(Watching Wang Tianyi flee in despair, I couldn't help but shed tears.)"
,玩家,雷殷殷,左,,,,,,,"Miss Lei, are you alright after your injury!"
,,,右,,,,,,,"Bandaged up, it's no longer a major issue.\nSo if Senior Sister finds out, she'll inevitably give me another scolding."
,,,右,,,,,,,"Hmph, the more I think about it, the angrier I get; truly infuriating!\nWhy would Wang Tianyi, this scoundrel, prefer to conspire with the Black Gang Five rather than go back with us!"
,,,左,,,,,,,"Alas, Brother Tiyi was framed by the Tang Sect and Qingcheng Sect. In Central Wulin, he is shunned by all and has no way out.\nHe could only seek revenge and seek redemption by joining the Black Society's Five Evils and utilizing Li Cangqiong's methods."
,,,右,,,,,,,"Revenge and justice... are they really that important? Would it be better to completely sever ties with us rather than stick to the end of one path?\nHe ran away like this, do we have any reason to harm him?"
,,,左,,,,,,,"Perhaps he... just wanted to escape the hero he once was, that beautiful memory buried deep in his heart.\nOnly in this way could he continue to live on as the Grinning Ghost, waiting for the day of revenge and retribution."
,,,右,,,,,,,"......#PlayerName#, I actually know deep down... Xia Yi Zi is sincere and kind,...\nIf not for the circumstances forcing him and the rage clouding his mind, he would never have become such a criminal."
,,,右,,,,,,,I sneaked out this time and can't linger outside for long.\nI hope you and Guo Yongrui can bring him back to the right path and don't easily give up.\nWang Tianyi now only has a few friends like you left.
,,,左,,,,,ChangeHeroFavor;雷殷殷-10,,"Miss Elder, rest assured that Brother Guo Yongrui and I will never sit idly by while Lord Wang strays down the path of evil.\nJust go back and treat your injuries; you don't need to worry too much."
,,,右,,,,,PlotChangeHeroForceLvMaxAttri;雷殷殷-1,,"Hmm, #PlayerName#, thanks..."
,,,无,,,,,,,"Le YinYin's heart swelled with a thousand words but they condensed into a single sigh.\nOnly gently touching the wound on his arm, he left with a heavy heart."
,,无,左,,,,,,,"Oh, Wang Tianyi, this stubborn donkey, couldn't even be persuaded by Miss Lei.\nIt seems we'll have to wait for Brother Guo Yongrui to think of a solution."
730,,,无,,,,,,,"After Wang Tianyi left Jingde Town, he was lost and despairing, like a mere shell of a person.\nTrudging along in their wake amidst the trials and tribulations, they finally caught up with Li Ciqiong and the rest at the border of Qingyuan Township."
,王添翼,厉苍穹,左,,,,,,,Senior Brother!
,,,右,,,,,,,"Grinning Ghoul! Why so late?\nAh, we thought something had happened to you."
,,,左,,,,,,,There were some unexpected incidents on the way...
,,,右,,,,,,,"Forget it. According to the scouts,\nGuo Huai has already pursued Qingyuan Township and there's not much time to waste."
,,,右,,,,,,,"Smiling Demon, the current situation is urgent \nWith our strength, we are no match for the Great Hero Guo Huai of Central Plains."
,,,右,,,,,,,"But I, Li Ciqiong, have been in the underworld for many years and am well-experienced in the Jianghu.\nThinking hard along the way, I've come up with a brilliant plan."
,,,右,,,,,,,"In the vicinity of Qingyuan Township, there is a valley,\nThe narrowest part can barely fit one person."
,,,右,,,,,,,"Fei Bin and I have set a trap on the cliff. Once triggered, it will roll a thousand-pound boulder down into the valley.\nBy then, even if the people in the valley were Reincarnated Golden Immortals, they would fearfully be reduced to powder!"
,,,左,,,,,,,Senior Brother... Your meaning is to use this trap against Guo Huai?
,,,右,,,,,,,"Haha, exactly!"
,,,右,,,,,,,"But... We still need one person to lure the enemy deeper, and lead Guo Huai into the valley!\nUnknown Brother Tianyi, do you think you could undertake this great responsibility?"
,,,左,,,,,,,"Senior Brother Li... since I, Wang Tianyi, was abandoned by my sect, I have endured countless hardships.\nThanks to your shelter and care, I am able to survive until today."
,,,左,,,,,,,"Now I am alone, with all hopes extinguished and no ties to bind me.\nSince Senior Brother Li has a request, I am willing to lure Guo Huai into a trap to ease Senior Brother's worries and difficulties!"
,,,右,,,,,,,"Good! Brother Wang Tianyi, I really didn't make a wrong judgment on you!\nThis eight-sided battle contains my Blade Form, my signature technique.\nLearn a few techniques first so you can at least stand a chance against Guo Huai!"
,,,左,,,,,,,"Senior Brother Li, this doesn't seem appropriate, does it?"
,,,右,,,,,UpgradeHeroSkill;王添翼-269-2-3|PlotCheckHeroSkill;王添翼,,"Hey, we're lifeline brothers, so there's no fitting or not fitting!\nAfter this, I will teach you all my martial arts skills and help you seek revenge to the fullest."
,,,左,,Fight3,,,ScreenBlack,,"Senior Brother! You have shown me deep kindness and loyalty, like a second life.\nI, Wang Tianyi, swear to fulfill my mission!"
,王添翼,郭淮,右,,,,,,,"You must be the Smile Ghost of the Five Ghosts Gang!\nI am Guo Huai, a Great Hero from the Central Plains. I have been tracking you for some time now."
,,,右,,,,,,,I see you're young but have refined features; you don't seem like a ruthless criminal.\nWhy aid the wicked and bring suffering to the Wulin?
,,,左,,,,,,,"Hmph, in the Jianghu, one finds only frauds and hypocrites.\nI laugh as a malevolent spirit; I will bring chaos to the Wulin, and what can you do about it?"
,,,右,,,,,,,"Deception! With so many virtuous and righteous individuals in the Jianghu, how can you say they are so despicable?"
,,,右,,,,,,,"Boy, I see your conscience hasn't completely faded, and your sins are still minor.\nIf you stop now, I might consider sparing your life. What do you think?"
,,,左,,,SpeEffect/连续挥剑,TRUE,,,"Haha, spare my life? Here it comes!!!\n(Don't waste time; quickly grab a few hidden weapons and ride off!)"
,无,,右,,,SpeEffect/风呼啸,,,,"(Swung both palms and easily deflected the hidden weapon)\nTrivial skill, since you remain obstinate, do not blame me for being merciless!"
,,,无,,,SpeEffect/龙吼,,ScreenBlack,,"Only to see Guo Huai mobilize his Movement Art, moving like a dragon emerging from water, an eagle striking the sky.\nChase after Wang Tianshi in his direction of escape!"
,王添翼,郭淮,无,,,Horses,,,,"Wang Tianyi and Guo Huai entered the valley one in front of the other.\nThough Wang Tianyi was galloping fiercely on horseback in the front, Guo Huai's Movement Art truly surpassed all expectations.\nAs the two of them drew closer, they were about to catch up!"
,,,无,,,TearDown,,,,"Wang Tianting suddenly let out a sharp whistle, and soon thereafter, he heard rumbling sounds coming from above the cliff.\nA massive boulder weighing a thousand catties indeed rolled down from the cliff and crashed towards Guo Huai's head!"
,,,左,,,,,,,"At this critical moment, it seemed that Guo Huai was about to be crushed into pulp.\nLei YinYin's sad expression flashed before Wang Tianyi's mind for some reason!"
,,,左,,,,TRUE,,,"(Groaning in sudden realization, he roared) Great Hero Guo, be careful of the falling rocks!"
,,,右,,,TearDown,,,,"Hearing these words, Guo Huai immediately looked up.\nSure enough, the giant stone came crushing down like Mount Tai."
,,,无,,,SpeEffect/龙咆哮,,,,"Guo Huai truly lives up to his reputation as a Great Hero from the Central Plains, seasoned by many trials and tribulations. Even when Mount Tai collapses before him, he remains unperturbed.\nJust channeling all twelve-tenths of his strength, he unleashed the most powerful technique from the Dragon Slayer Palm method, Submerged Dragon Should Not Be Used.\nCharging towards the giant boulder above his head!"
,,,无,,,SpeEffect/爆土石大,TRUE,ChangeInjury;郭淮-1-100,,"As soon as both palms touched the giant stone, there was a deafening roar.\nThat massive boulder shattered and crumbled to dust under this strike!\nInnumerable scattered rocks erupted like a fireworks display, scattering everywhere. The valley was instantly shrouded in smoke and dust, echoing to the skies."
,,,右,,,,,,,"While a single palm shattered the giant stone, the meridians around their body also endured a great shock, and they spat out a mouthful of blood.\nUgh... good strategy, but unfortunately, you still underestimated me, Guo Huai!"
